user_id,product_id,view_timestamp,purchase_timestamp
1498,2629,2024-01-22 03:30:11.091197,
1028,2333,2023-12-26 03:31:11.562615,
1056,2547,2024-01-30 20:20:51.873797,
1310,2036,2024-02-23 05:24:18.296313,2024-02-23 15:23:18.296313
1577,2325,2024-03-30 13:37:19.011630,2024-03-31 00:00:19.011630
1109,2372,2024-07-09 04:11:15.378632,
1356,2676,2024-04-26 08:53:33.961414,2024-04-26 20:29:33.961414
1181,2466,2024-04-21 21:57:51.090745,
1681,2914,2023-10-28 17:32:20.652844,
1021,2612,2023-10-17 01:11:36.130570,
1615,2559,2024-01-26 01:04:25.375041,2024-01-26 14:50:25.375041
1602,2597,2024-09-06 03:39:01.814677,
1188,2671,2024-04-02 11:31:36.052748,2024-04-02 19:34:36.052748
1974,2561,2024-01-23 06:31:27.799399,2024-01-23 09:31:27.799399
1238,2910,2023-11-03 10:19:10.973023,
1099,2954,2024-04-18 18:45:08.299596,
1495,2947,2024-02-05 08:10:10.252310,
1755,2297,2023-09-26 10:34:17.446315,
1229,2594,2023-09-25 22:49:01.759545,
1140,2541,2024-05-29 08:52:53.506224,
1759,2012,2024-07-01 09:04:42.245378,
1337,2506,2024-03-19 10:03:09.236145,
1074,2171,2023-11-05 03:17:05.231704,2023-11-05 16:54:05.231704
1362,2649,2024-08-02 22:41:05.020139,
1996,2100,2023-11-01 18:59:35.665838,
1574,2697,2024-08-16 21:51:41.305774,2024-08-17 16:53:41.305774
1462,2921,2024-01-06 01:51:52.120300,2024-01-06 12:27:52.120300
1682,2157,2024-02-02 06:15:08.189291,
1260,2082,2024-04-23 21:48:07.127010,
1945,2172,2024-07-15 11:45:10.574921,
1075,2270,2024-04-15 14:09:16.214438,
1626,2062,2024-03-15 00:42:29.088398,2024-03-15 02:28:29.088398
1429,2874,2024-03-15 21:44:17.312871,
1255,2532,2024-03-08 15:35:05.479739,
1985,2313,2024-04-04 08:09:56.281155,2024-04-04 20:01:56.281155
1887,2462,2024-03-03 04:30:04.406492,
1052,2805,2023-09-17 19:32:32.012630,2023-09-18 14:18:32.012630
1236,2901,2024-01-10 17:16:24.407317,2024-01-11 08:47:24.407317
1557,2649,2023-10-21 18:28:27.094966,2023-10-22 16:25:27.094966
1638,2579,2024-02-10 20:59:55.315842,2024-02-11 00:27:55.315842
1029,2643,2024-01-02 02:44:12.171494,2024-01-02 07:01:12.171494
1798,2905,2024-08-05 00:05:00.232362,
1062,2515,2024-07-26 06:19:05.510129,
1537,2691,2024-04-28 13:39:10.861604,2024-04-29 11:47:10.861604
1675,2311,2024-04-16 18:04:23.166496,2024-04-17 07:37:23.166496
1172,2576,2023-12-17 17:16:57.899923,
1047,2130,2024-05-08 04:27:35.232972,2024-05-08 05:29:35.232972
1106,2812,2024-08-31 18:31:25.835006,
1824,2683,2024-04-10 00:28:25.784819,
1162,2997,2023-12-03 20:17:45.489343,
1767,2454,2023-09-30 11:52:25.387940,
1835,2397,2024-03-05 05:12:19.429197,2024-03-05 10:29:19.429197
1126,2408,2024-03-21 05:00:05.323301,
1811,2188,2024-06-01 03:25:20.339688,
1810,2716,2024-06-20 15:43:05.143147,
1450,2523,2024-01-28 14:21:50.072849,
1986,2658,2024-07-07 20:11:32.445541,2024-07-08 06:31:32.445541
1948,2558,2023-12-09 04:44:36.908485,
1693,2699,2024-04-07 20:43:12.896148,
1491,2255,2024-05-24 14:18:17.455370,2024-05-24 23:24:17.455370
1264,2610,2023-11-20 10:04:34.666172,2023-11-21 08:41:34.666172
1115,2276,2024-02-19 19:44:41.598910,
1275,2773,2024-02-11 16:38:03.311327,
1896,2328,2024-02-09 13:36:57.163140,
1923,2552,2023-11-25 04:58:20.003627,
1027,2702,2024-03-13 00:32:09.626660,
1946,2682,2024-04-22 01:46:35.705797,
1700,2169,2024-03-01 23:41:13.119456,2024-03-02 03:34:13.119456
1979,2609,2024-07-17 14:22:32.854861,2024-07-18 03:37:32.854861
1647,2538,2024-06-03 09:56:20.002125,2024-06-04 04:16:20.002125
1645,2106,2024-05-26 12:21:46.676352,
1965,2689,2024-03-19 04:21:33.174835,
1534,2975,2024-04-03 14:18:19.818570,
1673,2619,2024-09-10 07:00:43.853835,
1747,2018,2024-03-04 10:59:30.831428,2024-03-05 00:21:30.831428
1794,2144,2024-01-27 08:51:43.980351,
1929,2666,2024-08-26 03:46:55.512276,
1753,2422,2024-02-26 15:00:24.728770,2024-02-27 01:50:24.728770
1558,2050,2024-03-24 10:58:14.031192,
1216,2658,2024-03-29 06:12:23.763579,
1072,2988,2024-05-15 14:12:30.241085,2024-05-15 21:42:30.241085
1925,2186,2024-07-24 15:21:24.949067,
1150,2246,2024-05-17 08:57:42.320219,
1935,2652,2024-07-01 06:19:54.728530,
1278,2563,2023-12-17 07:02:31.626413,2023-12-17 14:41:31.626413
1104,2946,2024-03-06 13:54:47.645631,
1725,2233,2024-08-26 09:29:47.474604,2024-08-26 13:44:47.474604
1521,2079,2023-12-22 15:24:35.178414,
1921,2781,2023-12-29 18:16:43.225904,
1186,2034,2024-08-20 14:32:34.833272,2024-08-20 16:47:34.833272
1632,2443,2024-09-04 11:57:52.859175,
1432,2704,2024-06-19 09:38:06.819592,
1323,2210,2024-05-26 04:41:56.769905,
1372,2460,2024-05-20 20:11:02.665876,
1651,2121,2024-03-08 08:11:25.083332,
1965,2129,2024-03-04 23:32:53.957884,
1575,2029,2024-04-03 10:48:22.916361,
1333,2297,2024-08-18 01:10:52.724672,
1173,2720,2024-06-01 07:38:36.275904,
1099,2406,2023-12-25 20:23:57.346194,
1503,2826,2024-04-08 04:40:00.101964,2024-04-08 20:15:00.101964
1496,2655,2024-03-28 03:11:15.102728,
1554,2299,2024-08-03 21:43:40.404063,
1945,2192,2024-02-02 20:05:00.546090,
1755,2770,2024-01-15 19:04:27.828615,2024-01-16 09:02:27.828615
1166,2543,2024-06-20 02:12:10.933838,
1794,2541,2023-11-04 05:40:52.309757,2023-11-05 04:22:52.309757
1768,2793,2023-09-27 02:27:05.019428,2023-09-28 00:58:05.019428
1502,2858,2024-08-25 15:45:26.785982,
1806,2599,2023-10-10 14:27:35.048392,2023-10-11 04:24:35.048392
1405,2283,2024-08-14 05:21:12.015006,
1198,2556,2024-05-08 07:48:00.822614,
1429,2017,2024-06-10 16:41:47.738237,
1680,2506,2023-11-28 21:27:49.209969,
1076,2231,2024-07-10 03:19:57.328353,
1248,2302,2023-12-19 18:23:27.729052,
1158,2069,2024-04-04 00:13:18.274205,2024-04-04 04:44:18.274205
1069,2611,2023-12-19 22:40:30.916766,
1962,2728,2023-10-21 15:09:38.398821,
1423,2606,2024-06-08 08:10:44.956141,
1115,2220,2023-12-08 03:11:44.984602,
1523,2343,2023-09-30 06:42:15.271094,2023-09-30 17:03:15.271094
1539,2739,2024-08-07 08:20:02.545233,2024-08-07 10:05:02.545233
1533,2058,2023-12-03 03:53:24.564396,2023-12-03 19:38:24.564396
1341,2861,2023-12-05 18:41:45.848945,
1317,2038,2023-10-18 08:01:04.541332,
1537,2386,2024-01-10 08:58:52.678873,
1026,2454,2024-03-02 06:41:09.379668,
1323,2737,2024-05-17 12:52:19.685866,
1773,2013,2023-10-31 22:42:34.906943,2023-11-01 14:07:34.906943
1825,2371,2024-08-29 00:26:48.104377,
1606,2261,2024-09-02 21:50:14.164889,
1871,2205,2023-11-08 10:10:48.845545,2023-11-09 02:04:48.845545
1387,2892,2024-05-07 04:48:29.653361,
1415,2069,2024-07-29 09:15:03.316881,
1758,2161,2024-03-03 11:34:32.092607,2024-03-03 15:10:32.092607
1508,2016,2024-05-06 08:10:21.757262,2024-05-06 13:46:21.757262
1717,2877,2024-06-13 19:50:29.741242,2024-06-14 11:36:29.741242
1256,2992,2023-12-25 15:37:39.817730,
1880,2815,2023-12-24 23:35:20.575817,
2000,2498,2023-10-03 08:18:42.115100,2023-10-03 19:52:42.115100
1589,2700,2024-06-18 12:09:55.677675,
1527,2804,2024-05-06 23:36:02.828970,2024-05-07 22:09:02.828970
1214,2208,2023-12-05 13:17:35.520685,
1280,2978,2024-06-07 12:51:19.569989,2024-06-07 21:31:19.569989
1090,2453,2024-07-18 07:31:21.198482,2024-07-18 16:23:21.198482
1227,2474,2023-09-25 08:39:14.920324,
1663,2757,2024-08-13 07:05:57.349052,2024-08-13 14:22:57.349052
1801,2153,2024-02-11 08:47:10.063070,2024-02-12 06:34:10.063070
1057,2977,2024-07-13 15:57:00.357425,
1605,2788,2024-08-17 20:14:53.266447,
1693,2359,2023-09-25 00:15:11.027880,
1466,2663,2024-07-13 03:39:47.565192,
1801,2743,2024-06-25 12:46:49.575386,
1073,2929,2023-11-18 18:52:10.982307,
1950,2017,2024-06-11 07:17:20.291027,
1326,2995,2024-07-26 07:59:50.868805,
1546,2596,2023-12-26 11:06:16.948697,
1842,2202,2023-09-25 10:07:34.222540,
1523,2859,2023-12-29 17:20:28.216320,
1445,2765,2024-04-18 21:33:26.907766,
1881,2592,2024-08-15 20:19:08.463680,
1739,2016,2024-01-12 02:36:19.530779,
1524,2803,2024-02-24 16:25:17.911237,
1690,2939,2024-05-02 23:17:50.400587,
1785,2288,2024-03-21 05:45:25.583711,2024-03-22 03:36:25.583711
1404,2665,2024-08-01 12:44:45.912057,2024-08-01 20:05:45.912057
1829,2934,2023-10-30 18:04:16.267422,
1966,2103,2024-03-13 21:30:50.225975,
1769,2101,2023-12-20 09:19:51.751843,2023-12-20 13:09:51.751843
1943,2463,2024-07-03 03:34:30.028851,
1121,2910,2024-01-10 12:24:14.743119,
1711,2814,2024-06-04 18:31:20.645826,
1543,2984,2024-05-05 12:25:13.286318,2024-05-05 22:47:13.286318
1736,2273,2024-05-31 04:45:56.849830,
1420,2768,2023-09-16 21:09:55.242904,2023-09-17 14:41:55.242904
1109,2703,2024-01-12 20:45:04.045494,
1025,2187,2023-12-28 11:49:06.612518,
1338,2878,2024-05-15 01:20:42.729758,2024-05-15 03:41:42.729758
1508,2227,2023-11-21 06:54:43.762038,
1916,2182,2024-04-21 21:11:13.853878,
1467,2926,2024-05-02 00:37:25.260321,2024-05-02 15:08:25.260321
1235,2959,2024-02-06 20:08:16.707038,
1433,2496,2024-02-14 22:51:02.556482,
1990,2599,2024-01-09 12:13:58.997226,2024-01-09 19:12:58.997226
1939,2613,2024-02-05 03:18:52.943858,2024-02-05 12:23:52.943858
1626,2619,2023-10-16 13:49:46.601890,2023-10-17 09:07:46.601890
1084,2271,2024-09-04 06:55:24.452955,
1214,2818,2024-03-04 02:57:16.938164,2024-03-04 04:00:16.938164
1602,2883,2024-08-18 12:55:38.679701,
1504,2706,2023-09-14 05:34:40.310715,2023-09-15 01:01:40.310715
1229,2274,2024-01-29 20:01:39.782924,2024-01-30 05:27:39.782924
1910,2118,2024-02-21 21:40:58.923469,
1905,2483,2023-12-18 06:06:53.489510,2023-12-18 20:46:53.489510
1460,2835,2024-01-10 03:07:22.675560,2024-01-10 21:33:22.675560
1952,2412,2024-04-11 11:25:04.167182,
1793,2021,2024-04-07 23:24:43.217159,
1015,2211,2023-12-16 06:25:07.730250,
1149,2700,2024-01-21 01:27:14.400086,
1480,2818,2023-12-07 01:04:42.051826,
1069,2260,2024-05-12 15:21:34.129167,2024-05-13 00:06:34.129167
1633,2371,2024-02-28 17:14:50.864877,
1661,2954,2023-11-09 01:44:45.688464,
1968,2243,2024-05-19 07:39:48.099468,2024-05-19 21:52:48.099468
1555,2095,2024-08-13 21:25:56.782141,
1214,2718,2024-07-31 23:57:38.842328,
1612,2012,2024-06-18 21:56:54.696601,2024-06-19 10:50:54.696601
1399,2407,2024-05-20 20:37:35.203546,
1480,2647,2024-05-02 00:29:48.669527,2024-05-02 11:27:48.669527
1428,2158,2024-08-20 07:05:34.050745,
1326,2371,2024-01-23 23:30:29.918605,2024-01-24 21:21:29.918605
1850,2856,2023-12-01 09:37:05.161494,
1280,2870,2024-08-26 09:41:57.718359,
1047,2975,2024-03-04 09:20:03.969923,
1758,2024,2024-02-24 21:56:25.862254,2024-02-25 07:16:25.862254
1844,2313,2024-09-06 21:37:22.510308,
2000,2380,2024-01-26 04:48:44.501623,2024-01-26 17:18:44.501623
1675,2116,2024-05-25 02:45:02.205032,
1796,2379,2024-08-10 03:03:54.425171,
1466,2732,2024-06-14 08:27:34.523376,2024-06-14 18:49:34.523376
1118,2237,2024-06-30 15:48:08.228925,
1900,2475,2024-07-09 06:44:55.976915,
1993,2305,2024-06-15 23:59:06.896489,2024-06-16 05:31:06.896489
1103,2063,2024-05-17 05:25:14.356630,
1441,2293,2024-04-16 08:28:23.793750,
1639,2936,2024-06-25 07:36:32.992890,2024-06-26 03:54:32.992890
1871,2476,2024-03-21 16:10:18.816583,2024-03-21 17:07:18.816583
1754,2486,2024-03-22 15:32:43.838673,
1978,2364,2024-01-21 21:01:33.584814,
1007,2742,2024-08-11 18:03:13.059285,
1835,2876,2023-10-22 17:18:07.211421,2023-10-23 10:04:07.211421
1250,2916,2024-07-10 10:32:28.024416,2024-07-10 16:56:28.024416
1907,2872,2024-08-06 12:12:27.310213,
1775,2919,2023-11-24 13:45:52.104461,
1366,2290,2024-03-25 17:56:26.935947,
1058,2521,2023-11-10 19:59:59.612473,
1210,2041,2024-07-19 19:55:33.351057,2024-07-19 23:53:33.351057
1793,2884,2024-02-20 02:46:29.674374,2024-02-20 16:03:29.674374
1403,2039,2024-05-17 05:00:41.225700,2024-05-18 03:44:41.225700
1539,2616,2024-05-30 14:02:14.992420,2024-05-30 19:30:14.992420
1147,2767,2024-03-08 06:39:19.098709,
1635,2718,2024-08-05 01:09:17.965233,2024-08-06 00:51:17.965233
1339,2798,2024-02-21 10:42:03.709921,
1869,2105,2023-10-02 01:23:48.436602,
1432,2770,2023-10-29 22:17:56.698429,2023-10-30 11:04:56.698429
1936,2221,2024-02-10 11:13:07.604728,
1258,2713,2024-04-04 16:49:00.395607,
1349,2225,2024-04-02 19:59:19.686343,
1236,2183,2024-05-14 11:01:37.084083,
1758,2444,2024-01-02 07:02:49.575429,
1006,2236,2023-09-19 16:32:28.592336,
1749,2915,2023-12-13 16:13:03.285411,
1257,2235,2023-09-12 20:08:22.440916,
1510,2552,2023-11-30 07:46:38.071847,2023-11-30 20:55:38.071847
1894,2776,2023-10-08 09:51:57.469519,
1610,2137,2024-02-13 11:44:10.515349,2024-02-14 08:11:10.515349
1463,2437,2024-05-24 13:06:44.696505,
1754,2281,2024-03-27 09:24:57.831084,2024-03-27 21:10:57.831084
1951,2942,2023-10-03 17:53:35.049986,
1302,2278,2024-08-03 08:12:39.405876,
1008,2807,2024-09-05 21:56:56.797499,
1561,2302,2024-03-02 03:46:10.258289,
1822,2421,2023-12-25 14:16:29.645423,
1808,2546,2023-11-16 11:22:47.215569,
1748,2895,2023-10-31 04:50:36.986586,
1687,2878,2024-05-03 01:09:39.067839,
1976,2733,2024-06-04 02:29:00.195942,2024-06-04 09:57:00.195942
1113,2989,2024-08-28 17:59:36.026250,
1698,2853,2024-01-26 12:08:28.414899,2024-01-26 14:07:28.414899
